title,type,source,episodes,status,rating,score,scored_by,rank,popularity,members,favorites,year,season,has_year,has_season,genres,demographics
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Tv,Light Novel,10,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,219980.0,3813,601,419795,1529,2013,Fall,1,1,"Comedy, Romance",
"Wake Up, Girls! Seishun no Kage",Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,4248.0,3843,6680,10774,12,-1,Unknown,0,0,Drama,
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Ova,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,2942.0,3846,7727,7537,4,-1,Unknown,0,0,"Action, Comedy",Shounen
Chirin no Suzu,Movie,Picture Book,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,7047.0,3823,5754,15616,87,-1,Unknown,0,0,"Adventure, Drama, Fantasy",
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Special,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,5984.0,3833,6147,13164,11,-1,Unknown,0,0,Action,
Tales of Symphonia The Animation: Sylvarant-hen,Ova,Game,4,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,23670.0,3838,3251,54170,145,-1,Unknown,0,0,"Action, Adventure, Fantasy",
GA: Geijutsuka Art Design Class,Tv,4-Koma Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,7467.0,3826,5063,21874,85,2009,Summer,1,1,Slice of Life,
Deadman Wonderland,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.13,706254.0,3828,113,1288386,7018,2011,Spring,1,1,"Action, Sci-Fi, Supernatural, Suspense",Shounen
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,33009.0,3813,2892,67780,185,-1,Unknown,0,0,Action,Shounen
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Movie,Manga,1,Finished Airing,G - ALL AGES,7.13,6546.0,3826,6738,10570,10,-1,Unknown,0,0,"Action, Adventure, Comedy",Seinen
Junkers Come Here,Movie,Novel,1,Finished Airing,G - ALL AGES,7.13,2725.0,3801,7651,7726,14,-1,Unknown,0,0,"Award Winning, Drama",
Tears to Tiara,Tv,Visual Novel,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,31846.0,3842,2594,81530,180,2009,Spring,1,1,"Action, Adventure, Fantasy",
Kenran Butou Sai: The Mars Daybreak,Tv,Original,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,8398.0,3801,4925,23327,31,2004,Spring,1,1,"Action, Adventure, Comedy, Romance, Sci-Fi",
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Special,Manga,26,Finished Airing,PG - CHILDREN,7.13,9489.0,3799,5138,21111,16,-1,Unknown,0,0,"Comedy, Sci-Fi",
Haikara-san ga Tooru,Tv,Manga,42,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,1329.0,3832,7524,8052,25,1978,Summer,1,1,"Drama, Romance",Shoujo
Yokohama Kaidashi Kikou: Quiet Country Cafe,Ova,Manga,2,Finished Airing,R+ - MILD NUDITY,7.13,10215.0,3844,4989,22639,61,-1,Unknown,0,0,"Sci-Fi, Slice of Life",Seinen
Chibi Revenger,Ona,Manga,24,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,5230.0,3820,6597,11157,40,-1,Unknown,0,0,Comedy,
Kaginado,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,9443.0,3799,4312,31478,136,2021,Fall,1,1,Comedy,
Li Linke de Xiao Guaner,Ona,Original,10,Finished Airing,G - ALL AGES,7.13,413.0,3805,12121,2021,11,-1,Unknown,0,0,"Gourmet, Slice of Life",
Tokyo Marble Chocolate,Ova,Original,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,12001.0,3845,4618,27356,41,-1,Unknown,0,0,"Drama, Romance",
Cencoroll,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,45269.0,3821,2186,105885,284,-1,Unknown,0,0,"Action, Sci-Fi",
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,44838.0,3832,2601,81169,76,-1,Unknown,0,0,Mystery,
Jigoku Sensei Nube OVA,Ova,Manga,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,1569.0,3800,9691,4167,7,-1,Unknown,0,0,"Action, Comedy, Horror, Supernatural",Shounen
Captain Future,Tv,Novel,52,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,2685.0,3817,8584,5855,31,1978,Fall,1,1,"Action, Adventure, Sci-Fi",
Takahashi Rumiko Gekijou,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,2444.0,3837,7371,8521,8,2003,Summer,1,1,"Comedy, Drama, Romance, Supernatural",Seinen
Saishuu Heiki Kanojo,Tv,Manga,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.13,38799.0,3835,2242,102294,609,2002,Summer,1,1,"Drama, Romance, Sci-Fi",Seinen
Dantalian no Shoka: Ibarahime,Ova,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,11289.0,3822,4980,22732,12,-1,Unknown,0,0,"Action, Mystery",
Gunjou Sanka,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,786.0,99999,13376,1373,4,-1,Unknown,0,0,,
Fushigiboshi no☆Futagohime Gyu!,Tv,Original,52,Finished Airing,G - ALL AGES,7.13,2720.0,3827,7910,7116,30,2006,Spring,1,1,"Comedy, Fantasy",
Mahoromatic: Automatic Maiden,Tv,Manga,12,Finished Airing,R+ - MILD NUDITY,7.13,27666.0,3806,2890,67890,212,2001,Fall,1,1,"Comedy, Romance, Sci-Fi, Ecchi",Seinen
Seikai no Monshou Special,Tv Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,1433.0,3837,9850,3983,2,-1,Unknown,0,0,"Action, Romance, Sci-Fi",
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,37463.0,3812,2438,89787,245,-1,Unknown,0,0,"Action, Adventure, Fantasy",Shounen
Boku wa Tomodachi ga Sukunai,Tv,Light Novel,12,Finished Airing,R+ - MILD NUDITY,7.13,466551.0,3821,245,837953,3873,2011,Fall,1,1,"Comedy, Romance, Ecchi",
Hentai Ouji to Warawanai Neko.,Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.13,242471.0,3834,531,464424,1756,2013,Spring,1,1,"Comedy, Romance, Supernatural",
Tamaranai no wa Koi nano ka,Tv Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,1459.0,3848,9292,4732,10,-1,Unknown,0,0,Boys Love,Shoujo
Wuliao Jiu Wanjie,Ona,Manga,24,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,940.0,3854,7316,8653,35,-1,Unknown,0,0,"Comedy, Romance, Sci-Fi",
Shiunji-ke no Kodomotachi,Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,28389.0,3849,2564,82808,318,2025,Spring,1,1,"Comedy, Romance",Seinen
Crayon Shin-chan Movie 32: Ora-tachi no Kyouryuu Nikki,Movie,Manga,1,Finished Airing,G - ALL AGES,7.12,262.0,3881,13435,1352,5,-1,Unknown,0,0,"Adventure, Comedy",Seinen
Kagejitsu! Second,Ona,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,4878.0,3858,6586,11185,20,-1,Unknown,0,0,Comedy,
Dungeon no Naka no Hito,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,18404.0,3889,3495,47585,101,2024,Summer,1,1,"Adventure, Comedy, Fantasy",
ChroNoiR Episode.0,Ona,Mixed Media,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,719.0,3881,10545,3190,39,-1,Unknown,0,0,Supernatural,
Ensemble Stars!! Tsuioku Selection Crossroad,Ona,Game,6,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,332.0,3887,12366,1871,2,-1,Unknown,0,0,,
Iinchou wa Saimin Appli wo Shinjiteru.,Ova,Manga,1,Finished Airing,RX - HENTAI,7.12,2455.0,99999,8384,6197,25,-1,Unknown,0,0,Hentai,
Boy Meets Harem The Animation,Ova,Manga,1,Finished Airing,RX - HENTAI,7.12,10139.0,99999,4927,23332,154,-1,Unknown,0,0,Hentai,
Puchimas!: Petit iDOLM@STER,Ona,4-Koma Manga,64,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,6083.0,3877,5920,14523,31,-1,Unknown,0,0,"Comedy, Slice of Life",
Harem Time The Animation,Ova,Manga,2,Finished Airing,RX - HENTAI,7.12,9463.0,99999,4914,23393,106,-1,Unknown,0,0,Hentai,
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,Ova,Manga,2,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,13408.0,3880,4400,30215,50,-1,Unknown,0,0,"Action, Drama",Shounen
Nee Summer!,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,7.12,12986.0,99999,4370,30667,245,-1,Unknown,0,0,Hentai,
Ojousama wa H ga Osuki: The Animation,Ova,Manga,2,Finished Airing,RX - HENTAI,7.12,4922.0,99999,6223,12804,77,-1,Unknown,0,0,Hentai,
Succubus Stayed Life The Animation,Ova,Manga,2,Finished Airing,RX - HENTAI,7.12,4553.0,99999,6421,11900,101,-1,Unknown,0,0,Hentai,
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,2642.0,3896,7792,7400,7,-1,Unknown,0,0,"Action, Sci-Fi",Seinen
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,Movie,Original,1,Finished Airing,R+ - MILD NUDITY,7.12,46941.0,3883,2344,95413,111,-1,Unknown,0,0,Action,
Ixion Saga DT,Tv,Game,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,48518.0,3855,2016,119414,389,2012,Fall,1,1,"Action, Comedy, Fantasy",
Kakumeiki Valvrave,Tv,Original,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,79632.0,3860,1471,177053,702,2013,Spring,1,1,"Action, Sci-Fi",
Gyakusatsu Kikan,Movie,Novel,1,Finished Airing,R+ - MILD NUDITY,7.12,14177.0,3896,3314,52438,175,-1,Unknown,0,0,Sci-Fi,
Uma Musume: Pretty Derby - BNW no Chikai,Special,Game,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,7052.0,3853,5556,17280,19,-1,Unknown,0,0,Sports,
Oni Chichi: Rebuild,Ova,Visual Novel,3,Finished Airing,RX - HENTAI,7.12,12794.0,99999,4596,27630,74,-1,Unknown,0,0,Hentai,
Double Decker! Doug & Kirill: Extra,Special,Original,3,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,3139.0,3885,7694,7613,7,-1,Unknown,0,0,"Action, Comedy, Mystery, Sci-Fi",
Kuroshitsuji II,Tv,Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,332844.0,3866,407,590616,3195,2010,Summer,1,1,"Action, Comedy, Supernatural",Shounen
The iDOLM@STER SideM,Tv,Game,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,7181.0,3853,4947,23179,139,2017,Fall,1,1,,
Levius,Ona,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,11722.0,3868,4695,26273,72,-1,Unknown,0,0,"Sci-Fi, Sports",Seinen
Angolmois: Genkou Kassenki,Tv,Web Manga,12,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,27404.0,3880,2990,63465,133,2018,Summer,1,1,"Action, Drama",
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,2186.0,3847,7867,7216,4,-1,Unknown,0,0,Slice of Life,Shoujo
Ling Jian Zun 3rd Season,Ona,Novel,40,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,1343.0,3866,10826,2950,7,-1,Unknown,0,0,"Action, Adventure, Fantasy, Romance",
Koi to Yobu ni wa Kimochi Warui,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,115838.0,3860,1049,252750,1715,2021,Spring,1,1,"Comedy, Romance",
Dakara Boku wa Ongaku wo Yameta,Music,Original,1,Finished Airing,G - ALL AGES,7.12,1044.0,99999,12263,1941,6,-1,Unknown,0,0,Slice of Life,
Huo Feng Liao Yuan,Ona,Manga,16,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,407.0,3898,12001,2088,11,-1,Unknown,0,0,"Action, Adventure",
Yume-iro Pâtissière: Mune Kyun Tropical Island!,Special,Manga,1,Finished Airing,G - ALL AGES,7.12,5470.0,3857,6519,11470,17,-1,Unknown,0,0,,Shoujo
Maison Ikkoku: Kanketsu-hen,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,3800.0,3871,7414,8395,8,-1,Unknown,0,0,"Comedy, Drama, Romance",Seinen
One Piece: Jango no Dance Carnival,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,24564.0,3877,3609,45208,28,-1,Unknown,0,0,"Comedy, Fantasy",Shounen
Maria-sama ga Miteru 4th Specials,Special,Light Novel,11,Finished Airing,PG - CHILDREN,7.12,2662.0,3873,8378,6200,3,-1,Unknown,0,0,"Comedy, Girls Love",Shoujo
Gaiking: Legend of Daiku-Maryu,Tv,Original,39,Finished Airing,G - ALL AGES,7.12,1852.0,3892,8683,5736,15,2005,Fall,1,1,"Action, Sci-Fi",
Yu☆Gi☆Oh! Duel Monsters: Battle City Special,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,9325.0,3855,5301,19559,28,-1,Unknown,0,0,"Adventure, Fantasy",Shounen
Kyousou Giga (2012),Ona,Original,5,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,11648.0,3865,4511,28618,32,-1,Unknown,0,0,"Action, Fantasy",
Mouryou no Hako,Tv,Novel,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,16812.0,3874,2944,65752,259,2008,Fall,1,1,"Mystery, Supernatural, Suspense",
Macross 7,Tv,Original,49,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,13174.0,3869,4189,33805,289,1994,Fall,1,1,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",
Flag,Ona,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,5189.0,3891,4916,23383,78,-1,Unknown,0,0,,
Druaga no Tou: The Aegis of Uruk,Tv,Game,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,52527.0,3885,1968,122766,223,2008,Spring,1,1,"Action, Adventure, Fantasy",
Heat Guy J,Tv,Original,25,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,7321.0,3897,5188,20541,73,2002,Fall,1,1,"Action, Adventure, Sci-Fi",
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,80679.0,3885,1887,129533,63,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Shounen
Shikioriori,Movie,Original,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,102351.0,3848,1368,191500,438,-1,Unknown,0,0,"Drama, Romance",
Kyuuketsuhime Miyu (TV),Tv,Manga,26,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,13142.0,3866,3671,43812,189,1997,Fall,1,1,"Action, Drama, Horror, Supernatural",Shoujo
Onmyou Taisenki,Tv,Manga,52,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,2057.0,3876,8134,6629,32,2004,Fall,1,1,"Adventure, Fantasy, Supernatural",Shounen
Quanzhi Fashi VI,Ona,Web Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,4950.0,3880,5140,21095,151,-1,Unknown,0,0,"Action, Fantasy",
Unico,Movie,Manga,1,Finished Airing,G - ALL AGES,7.12,2990.0,3852,7962,6990,42,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Kenyuu Densetsu Yaiba,Tv,Manga,52,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,4710.0,3858,6681,10759,41,1993,Spring,1,1,Adventure,Shounen
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,189760.0,3876,856,311824,321,-1,Unknown,0,0,"Action, Adventure, Fantasy",Shounen
Tabun,Music,Novel,1,Finished Airing,G - ALL AGES,7.12,727.0,99999,13886,1201,0,-1,Unknown,0,0,Romance,
Kurokami The Animation,Tv,Manga,23,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,45393.0,3861,1934,125585,344,2009,Winter,1,1,"Action, Supernatural",Seinen
Fushigi Yuugi OVA,Ova,Manga,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,12564.0,3892,4850,24316,53,-1,Unknown,0,0,"Adventure, Fantasy, Romance",Shoujo
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Special,Manga,1,Finished Airing,R+ - MILD NUDITY,7.12,117215.0,3887,1314,200017,265,-1,Unknown,0,0,"Drama, Horror, Suspense",Seinen
Garo: Vanishing Line,Tv,Original,24,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.12,24537.0,3896,2649,78549,136,2017,Fall,1,1,"Action, Fantasy",
Mahoromatic: Motto Utsukushii Mono,Tv,Manga,14,Finished Airing,R+ - MILD NUDITY,7.12,17234.0,3870,4139,34622,50,2002,Fall,1,1,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Seinen
Kidou Senshi Gundam SEED C.E. 73: Stargazer,Ona,Original,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,13623.0,3862,4761,25379,47,-1,Unknown,0,0,"Action, Sci-Fi",
Fantasy Bishoujo Juniku Ojisan to,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.12,89138.0,3891,1338,196366,847,2022,Winter,1,1,"Adventure, Comedy, Fantasy",
Insomnia,Music,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.11,242.0,99999,18307,434,5,-1,Unknown,0,0,,
Sex ga Suki de Suki de Daisuki na Classmate no Ano Musume,Ova,Manga,0,Currently Airing,RX - HENTAI,7.11,873.0,99999,10677,3088,9,-1,Unknown,0,0,Hentai,
Unnamed Memory Act.2,Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,16382.0,3934,3283,53297,286,2025,Winter,1,1,"Adventure, Fantasy, Romance",
Gintama on Theater 2D: Ikkoku Keisei-hen,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,314.0,3916,8996,5182,15,-1,Unknown,0,0,"Action, Comedy, Sci-Fi",Shounen
Yuanshen: Jiaoxiang Yinyue Hui CM Duanpian,Cm,Game,1,Finished Airing,G - ALL AGES,7.11,1121.0,99999,11828,2201,9,-1,Unknown,0,0,Fantasy,
Tsuma ni Damatte Sokubaikai ni Ikun ja Nakatta,Ova,Manga,2,Finished Airing,RX - HENTAI,7.11,2511.0,99999,8395,6173,83,-1,Unknown,0,0,Hentai,
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,Tv,Web Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,20678.0,3944,3046,61583,155,2025,Winter,1,1,"Comedy, Romance",
Meitantei Conan: Keisatsu Gakkou-hen Wild Police Story - Case. Furuya Rei,Tv Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,605.0,3940,12755,1648,3,-1,Unknown,0,0,"Adventure, Comedy, Mystery",Shounen
Ooi! Tonbo,Tv,Manga,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,5014.0,3946,6042,13758,41,2024,Spring,1,1,"Drama, Sports",
Cardfight!! Vanguard: Divinez Season 2,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,944.0,3905,10910,2884,12,2024,Summer,1,1,Action,
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,51185.0,3922,2090,114049,533,2023,Summer,1,1,Fantasy,Josei
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,68582.0,3925,1834,134490,378,2023,Summer,1,1,"Adventure, Comedy, Fantasy",
Kyonyuu Hitozuma Onna Kyoushi Saimin,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,7.11,4550.0,99999,6416,11910,59,-1,Unknown,0,0,Hentai,
.hack//Quantum,Ova,Original,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,20371.0,3899,3761,42065,70,-1,Unknown,0,0,"Action, Adventure, Fantasy",
Pokemon XY&Z Specials,Special,Game,2,Finished Airing,PG - CHILDREN,7.11,6392.0,3951,6191,12969,4,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy",Kids
Starmyu OVA,Ova,Original,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,2550.0,3929,7734,7521,17,-1,Unknown,0,0,Slice of Life,
Nobunaga no Shinobi,Tv,4-Koma Manga,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,10644.0,3944,4491,29092,38,2016,Fall,1,1,Comedy,
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special,Manga,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.11,954.0,3935,11696,2283,0,-1,Unknown,0,0,Mystery,Shounen
Hellsing: The Dawn,Special,Manga,3,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.11,44647.0,3917,2204,104545,153,-1,Unknown,0,0,"Action, Horror, Supernatural",Seinen
Ryuugajou Nanana no Maizoukin,Tv,Light Novel,11,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,101692.0,3921,1082,244817,366,2014,Spring,1,1,"Adventure, Mystery, Supernatural",
Saikyou Onmyouji no Isekai Tenseiki,Tv,Light Novel,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,131116.0,3924,1040,254175,1006,2023,Winter,1,1,"Action, Adventure, Fantasy",
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,9585.0,3902,4678,26581,31,-1,Unknown,0,0,"Comedy, Drama",
Kiniro no Corda: Secondo Passo,Tv Special,Visual Novel,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,18637.0,3935,4149,34476,59,-1,Unknown,0,0,Romance,Josei
Mahoutsukai no Yome: Gakuin-hen,Pv,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,4866.0,99999,5816,15299,19,-1,Unknown,0,0,Fantasy,Shounen
Sei Yariman Gakuen Enkou Nikki The Animation,Ova,Visual Novel,1,Finished Airing,RX - HENTAI,7.11,6300.0,99999,5789,15491,116,-1,Unknown,0,0,Hentai,
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,Tv Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,34370.0,3940,2904,67203,51,-1,Unknown,0,0,"Fantasy, Mystery",
Genius Party,Movie,Original,7,Finished Airing,R+ - MILD NUDITY,7.11,13382.0,3913,3836,40662,75,-1,Unknown,0,0,"Action, Avant Garde, Fantasy, Romance, Sci-Fi",
Mister Ajikko,Tv,Manga,99,Finished Airing,G - ALL AGES,7.11,1561.0,3941,8662,5761,11,1987,Fall,1,1,"Comedy, Gourmet",Shounen
Gunslinger Girl: Il Teatrino,Tv,Manga,13,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),7.11,28961.0,3918,3008,63062,114,2008,Winter,1,1,"Action, Drama, Sci-Fi",
Shin Tennis no Oujisama: Hyoutei vs. Rikkai - Game of Future,Ona,Manga,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,1171.0,3924,9775,4065,17,-1,Unknown,0,0,Sports,Shounen
Densetsu no Yuusha da Garn,Tv,Original,46,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,1538.0,3908,9024,5149,19,1992,Winter,1,1,"Action, Sci-Fi",
Robin Hood no Daibouken,Tv,Unknown,52,Finished Airing,G - ALL AGES,7.11,4528.0,3952,6928,9965,35,1990,Summer,1,1,"Adventure, Romance",
Bokura wa Minna Kawai-sou Specials,Special,Manga,14,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,5554.0,3903,5436,18164,22,-1,Unknown,0,0,Comedy,Seinen
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,17577.0,99999,4291,31911,27,-1,Unknown,0,0,Ecchi,
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Movie,Original,1,Finished Airing,G - ALL AGES,7.11,3433.0,3909,7689,7621,8,-1,Unknown,0,0,Comedy,
Harukanaru Toki no Naka de: Maihitoyo,Movie,Visual Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,1958.0,3916,8329,6277,16,-1,Unknown,0,0,"Drama, Fantasy, Romance, Supernatural",Shoujo
Buddy Complex,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,42031.0,3905,2350,95201,241,2014,Winter,1,1,"Action, Sci-Fi",
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,23405.0,3938,3549,46479,101,-1,Unknown,0,0,"Adventure, Romance, Sci-Fi",
Dirty Pair OVA,Ova,Light Novel,10,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,3530.0,3908,7191,9065,22,-1,Unknown,0,0,"Adventure, Comedy, Sci-Fi",
Toriko Movie: Bishokushin no Special Menu,Movie,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,3088.0,3930,7708,7573,3,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy",Shounen
Shinkyoku Soukai Polyphonica Crimson S,Tv,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,7.11,9251.0,3927,4767,25342,41,2009,Spring,1,1,"Drama, Fantasy, Romance",
Otaku no Video,Ova,Other,2,Finished Airing,R+ - MILD NUDITY,7.11,14768.0,3947,4156,34318,124,-1,Unknown,0,0,"Comedy, Drama, Sci-Fi",
Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,Ova,Light Novel,2,Finished Airing,RX - HENTAI,7.11,3733.0,99999,7052,9549,98,-1,Unknown,0,0,Hentai,
